id,course_student_id,quiz,response,user_id,created_at,updated_at,sort,name,student_id,moodle_url,course_id,min,max,scaled,course_name,date_at,consumer_key
90,1350,69,,283,2019-09-16 10:03:00,2019-09-17 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1350,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.69,2020年度数学[中1]C組,,
91,1351,75,,283,2019-09-17 10:03:00,2019-09-18 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1351,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.75,2020年度数学[中1]C組,,
92,1352,74,,283,2019-09-18 10:03:00,2019-09-19 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1352,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.74,2020年度数学[中1]C組,,
93,1353,83,,283,2019-09-19 10:03:00,2019-09-20 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1353,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.83,2020年度数学[中1]C組,,
94,1354,73,,283,2019-09-20 10:03:00,2019-09-21 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1354,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.73,2020年度数学[中1]C組,,
95,1355,64,,283,2019-09-21 10:03:00,2019-09-22 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1355,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.64,2020年度数学[中1]C組,,
96,1356,64,,283,2019-09-22 10:03:00,2019-09-23 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1356,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.64,2020年度数学[中1]C組,,
97,1357,68,,283,2019-09-23 10:03:00,2019-09-24 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1357,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.68,2020年度数学[中1]C組,,
98,1358,64,,283,2019-09-24 10:03:00,2019-09-25 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1358,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.64,2020年度数学[中1]C組,,
99,1359,62,,283,2019-09-25 10:03:00,2019-09-26 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1359,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.62,2020年度数学[中1]C組,,
100,1360,51,,283,2019-09-26 10:03:00,2019-09-27 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1360,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.51,2020年度数学[中1]C組,,
101,1361,77,,283,2019-09-27 10:03:00,2019-09-28 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1361,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.77,2020年度数学[中1]C組,,
102,1362,71,,283,2019-09-28 10:03:00,2019-09-29 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1362,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.71,2020年度数学[中1]C組,,
103,1363,74,,283,2019-09-29 10:03:00,2019-09-30 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1363,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.74,2020年度数学[中1]C組,,
104,1364,92,,283,2019-09-30 10:03:00,2019-10-01 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1364,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.92,2020年度数学[中1]C組,,
105,1365,67,,283,2019-10-01 10:03:00,2019-10-02 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1365,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.67,2020年度数学[中1]C組,,
106,1366,82,,283,2019-10-02 10:03:00,2019-10-03 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1366,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.82,2020年度数学[中1]C組,,
107,1367,87,,283,2019-10-03 10:03:00,2019-10-04 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1367,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.87,2020年度数学[中1]C組,,
