student_no,raw_score,exam_round,year,grade,subject,student_id
2530309,75.0,1,2024,中3,英語,2193
2530333,85.0,1,2024,中3,英語,2153
2530376,86.0,1,2024,中3,英語,2154
2530465,52.0,1,2024,中3,英語,2199
2530481,69.0,1,2024,中3,英語,2236
2530503,69.0,1,2024,中3,英語,2159
2530538,55.0,1,2024,中3,英語,2237
2530589,86.0,1,2024,中3,英語,2206
2530600,78.0,1,2024,中3,英語,2208
2530643,75.0,1,2024,中3,英語,2241
2530651,92.0,1,2024,中3,英語,2161
2530694,85.0,1,2024,中3,英語,2242
2530759,54.0,1,2024,中3,英語,2210
2530740,51.0,1,2024,中3,英語,2244
2530775,68.0,1,2024,中3,英語,2213
2530783,68.0,1,2024,中3,英語,2245
2530805,53.0,1,2024,中3,英語,2246
2530821,85.0,1,2024,中3,英語,2169
2530848,77.0,1,2024,中3,英語,2247
2530910,86.0,1,2024,中3,英語,2252
2530937,64.0,1,2024,中3,英語,2171
2531038,79.0,1,2024,中3,英語,2219
2531054,84.0,1,2024,中3,英語,2256
2531062,68.0,1,2024,中3,英語,2220
2531135,85.0,1,2024,中3,英語,2259
2531194,71.0,1,2024,中3,英語,2261
2530023,63.0,1,2024,中3,英語,2143
2530120,91.0,1,2024,中3,英語,2185
2530139,83.0,1,2024,中3,英語,2228
2530201,77.0,1,2024,中3,英語,2232
2530295,76.0,1,2024,中3,英語,2192
2530317,51.0,1,2024,中3,英語,2152
2530325,66.0,1,2024,中3,英語,2194
2530341,65.0,1,2024,中3,英語,2195
2530406,84.0,1,2024,中3,英語,2197
2530414,83.0,1,2024,中3,英語,2234
2530473,90.0,1,2024,中3,英語,2200
2530520,92.0,1,2024,中3,英語,2203
2530554,84.0,1,2024,中3,英語,2204
2530597,76.0,1,2024,中3,英語,2207
2530619,80.0,1,2024,中3,英語,2239
2530627,86.0,1,2024,中3,英語,2209
2530635,67.0,1,2024,中3,英語,2240
2530708,60.0,1,2024,中3,英語,2165
2530716,73.0,1,2024,中3,英語,2211
2530732,93.0,1,2024,中3,英語,2166
2530767,76.0,1,2024,中3,英語,2212
2530856,82.0,1,2024,中3,英語,2248
2530864,90.0,1,2024,中3,英語,2249
2530902,80.0,1,2024,中3,英語,2251
2530929,66.0,1,2024,中3,英語,2216
2530953,79.0,1,2024,中3,英語,2172
2530961,76.0,1,2024,中3,英語,2173
2530970,90.0,1,2024,中3,英語,2174
2530996,81.0,1,2024,中3,英語,2254
2531003,86.0,1,2024,中3,英語,2175
2531020,31.0,1,2024,中3,英語,2176
2531046,83.0,1,2024,中3,英語,2255
2531070,74.0,1,2024,中3,英語,2221
2531089,79.0,1,2024,中3,英語,2257
2531097,64.0,1,2024,中3,英語,2178
2531151,88.0,1,2024,中3,英語,2180
2531160,99.0,1,2024,中3,英語,2181
2531178,79.0,1,2024,中3,英語,2222
2531186,92.0,1,2024,中3,英語,2182
2531208,46.0,1,2024,中3,英語,2262
2530074,81.0,2,2024,中3,英語,2145
2530082,72.0,2,2024,中3,英語,2225
2530163,93.0,2,2024,中3,英語,2230
2530171,50.0,2,2024,中3,英語,2231
2530198,75.0,2,2024,中3,英語,2148
2530210,79.0,2,2024,中3,英語,2187
2530236,61.0,2,2024,中3,英語,2189
2530252,85.0,2,2024,中3,英語,2190
2530260,66.0,2,2024,中3,英語,2150
2530279,58.0,2,2024,中3,英語,2191
2530350,79.0,2,2024,中3,英語,2233
2530368,50.0,2,2024,中3,英語,2196
2530384,72.0,2,2024,中3,英語,2155
2530392,64.0,2,2024,中3,英語,2156
2530422,74.0,2,2024,中3,英語,2157
2530430,87.0,2,2024,中3,英語,2198
2530449,70.0,2,2024,中3,英語,2235
2530457,73.0,2,2024,中3,英語,2158
2530490,90.0,2,2024,中3,英語,2201
2530511,89.0,2,2024,中3,英語,2202
2530546,61.0,2,2024,中3,英語,2238
2530562,71.0,2,2024,中3,英語,2205
2530570,78.0,2,2024,中3,英語,2160
2530660,76.0,2,2024,中3,英語,2162
2530678,76.0,2,2024,中3,英語,2163
2530686,67.0,2,2024,中3,英語,2164
2530724,92.0,2,2024,中3,英語,2243
2530791,92.0,2,2024,中3,英語,2167
2530813,64.0,2,2024,中3,英語,2168
2530830,89.0,2,2024,中3,英語,2214
2530872,80.0,2,2024,中3,英語,2170
2530880,68.0,2,2024,中3,英語,2215
2530899,38.0,2,2024,中3,英語,2250
2530945,52.0,2,2024,中3,英語,2253
2530988,70.0,2,2024,中3,英語,2217
2531011,75.0,2,2024,中3,英語,2218
2531119,69.0,2,2024,中3,英語,2177
2531100,92.0,2,2024,中3,英語,2179
2531127,67.0,2,2024,中3,英語,2258
2531143,73.0,2,2024,中3,英語,2260
2530015,62.0,2,2024,中3,英語,2223
2530031,74.0,2,2024,中3,英語,2183
2530040,78.0,2,2024,中3,英語,2224
2530058,52.0,2,2024,中3,英語,2184
2530066,56.0,2,2024,中3,英語,2144
2530090,73.0,2,2024,中3,英語,2226
2530104,79.0,2,2024,中3,英語,2227
2530112,79.0,2,2024,中3,英語,2146
2530147,72.0,2,2024,中3,英語,2229
2530155,90.0,2,2024,中3,英語,2147
2530180,81.0,2,2024,中3,英語,2186
2530244,72.0,2,2024,中3,英語,2188
2530228,72.0,2,2024,中3,英語,2149
2530287,91.0,2,2024,中3,英語,2151
2530309,55.0,2,2024,中3,英語,2193
2530333,86.0,2,2024,中3,英語,2153
2530376,72.0,2,2024,中3,英語,2154
2530465,46.0,2,2024,中3,英語,2199
2530481,56.0,2,2024,中3,英語,2236
2530503,84.0,2,2024,中3,英語,2159
2530538,59.0,2,2024,中3,英語,2237
2530589,94.0,2,2024,中3,英語,2206
2530600,81.0,2,2024,中3,英語,2208
2530643,70.0,2,2024,中3,英語,2241
2530651,81.0,2,2024,中3,英語,2161
2530694,84.0,2,2024,中3,英語,2242
2530759,51.0,2,2024,中3,英語,2210
2530740,53.0,2,2024,中3,英語,2244
2530775,76.0,2,2024,中3,英語,2213
2530783,51.0,2,2024,中3,英語,2245
2530805,45.0,2,2024,中3,英語,2246
2530821,94.0,2,2024,中3,英語,2169
2530848,64.0,2,2024,中3,英語,2247
2530910,78.0,2,2024,中3,英語,2252
2530937,72.0,2,2024,中3,英語,2171
2531038,76.0,2,2024,中3,英語,2219
2531054,84.0,2,2024,中3,英語,2256
2531062,54.0,2,2024,中3,英語,2220
2531135,84.0,2,2024,中3,英語,2259
2531194,57.0,2,2024,中3,英語,2261
2530023,55.0,2,2024,中3,英語,2143
2530120,84.0,2,2024,中3,英語,2185
2530139,89.0,2,2024,中3,英語,2228
2530201,71.0,2,2024,中3,英語,2232
2530295,61.0,2,2024,中3,英語,2192
2530317,58.0,2,2024,中3,英語,2152
2530325,72.0,2,2024,中3,英語,2194
2530341,62.0,2,2024,中3,英語,2195
2530406,82.0,2,2024,中3,英語,2197
2530414,83.0,2,2024,中3,英語,2234
2530473,76.0,2,2024,中3,英語,2200
2530520,86.0,2,2024,中3,英語,2203
2530554,84.0,2,2024,中3,英語,2204
2530597,74.0,2,2024,中3,英語,2207
2530619,77.0,2,2024,中3,英語,2239
2530627,73.0,2,2024,中3,英語,2209
2530635,58.0,2,2024,中3,英語,2240
2530708,58.0,2,2024,中3,英語,2165
2530716,80.0,2,2024,中3,英語,2211
2530732,81.0,2,2024,中3,英語,2166
2530767,80.0,2,2024,中3,英語,2212
2530856,71.0,2,2024,中3,英語,2248
2530864,88.0,2,2024,中3,英語,2249
2530902,69.0,2,2024,中3,英語,2251
2530929,68.0,2,2024,中3,英語,2216
2530953,73.0,2,2024,中3,英語,2172
2530961,71.0,2,2024,中3,英語,2173
2530970,90.0,2,2024,中3,英語,2174
2530996,78.0,2,2024,中3,英語,2254
2531003,82.0,2,2024,中3,英語,2175
2531020,27.0,2,2024,中3,英語,2176
2531046,87.0,2,2024,中3,英語,2255
2531070,75.0,2,2024,中3,英語,2221
2531089,70.0,2,2024,中3,英語,2257
2531097,68.0,2,2024,中3,英語,2178
2531151,90.0,2,2024,中3,英語,2180
2531160,93.0,2,2024,中3,英語,2181
2531178,76.0,2,2024,中3,英語,2222
2531186,92.0,2,2024,中3,英語,2182
